ola_fecha,entidad,cve_inegi,municipio,tipo_pregunta,universo,partido_contexto,actor,valor_pct,muestra_n,margen_error_pct,casa_encuestadora,pagina_fuente,estatus_dato,nota
2026-08-12,Jalisco,14120,Zapopan,PRECANDIDATO,Condicional: declarantes del partido,MC,ÓSCAR JAVIER RAMÍREZ CASTELLANOS,10.2,600,4.3,Massive Caller,80,LITERAL,
2026-08-12,Jalisco,14120,Zapopan,PRECANDIDATO,Condicional: declarantes del partido,MC,MIRZA FLORES GÓMEZ,8.5,600,4.3,Massive Caller,80,LITERAL,
2026-08-12,Jalisco,14120,Zapopan,PRECANDIDATO,Condicional: declarantes del partido,MC,OTRO,17.8,600,4.3,Massive Caller,80,LITERAL,
2026-08-12,Jalisco,14120,Zapopan,PRECANDIDATO,Condicional: declarantes del partido,MC,AÚN NO DECIDE,20.3,600,4.3,Massive Caller,80,LITERAL,
2025-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,39.9,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-09-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,42.1,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-10-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,40.1,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-11-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,37.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-12-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,39.1,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-01-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,40.4,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-02-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,37.1,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-03-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,34.5,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-04-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,33.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-05-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,35.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-06-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,32.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-07-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,35.0,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MORENA,32.7,600,4.3,Massive Caller,3,LITERAL,
2025-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,16.2,600,4.3,Massive Caller,3,PONDERADO,"Marcador en borde del plano; lectura ampliada y=518.8, residual 16.1"
2025-09-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,18.1,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-10-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,19.1,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-11-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,21.4,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-12-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,20.6,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-01-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,19.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-02-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,21.5,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-03-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,22.6,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-04-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,21.2,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-05-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,20.6,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-06-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,19.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-07-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,20.8,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,MC,22.1,600,4.3,Massive Caller,3,LITERAL,
2025-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,13.5,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-09-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,10.6,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-10-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,11.9,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-11-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,10.8,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-12-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,12.4,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-01-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,11.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-02-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,10.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-03-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,11.9,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-04-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,14.4,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-05-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,13.5,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-06-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,14.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-07-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,14.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,AÚN NO DECIDE,16.4,600,4.3,Massive Caller,3,LITERAL,
2025-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,14.0,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-09-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,13.9,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-10-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,15.2,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-11-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,15.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-12-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,13.2,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-01-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,14.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-02-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,13.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-03-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,14.8,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-04-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,15.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-05-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,14.8,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-06-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,17.8,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-07-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,14.3,600,4.3,Massive Caller,3,PONDERADO,"Cruce exacto con AÚN NO DECIDE; lectura ampliada y=533.6, residual 14.3"
2026-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PAN,12.9,600,4.3,Massive Caller,3,LITERAL,
2025-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,11.4,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-09-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,11.9,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-10-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,9.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-11-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,9.5,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-12-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,8.8,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-01-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,9.8,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-02-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,12.2,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-03-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,11.9,600,4.3,Massive Caller,3,PONDERADO,Marcador oculto tras la serie AÚN NO DECIDE; leído por ampliación
2026-04-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,10.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-05-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,12.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-06-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,10.4,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-07-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,11.6,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PRI,10.6,600,4.3,Massive Caller,3,LITERAL,
2025-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,2.6,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-09-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,2.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-10-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,3.0,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-11-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,3.2,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-12-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,2.8,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-01-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,1.7,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-02-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,2.9,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-03-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,2.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-04-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,3.2,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-05-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,1.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-06-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,1.6,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-07-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,2.9,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PT,3.6,600,4.3,Massive Caller,3,LITERAL,
2025-08-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PVEM,2.5,600,4.3,Massive Caller,3,PONDERADO,Marcador oculto tras PT; validado por residual 100-97.5
2025-09-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PVEM,1.0,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-10-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PVEM,1.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-11-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PVEM,1.6,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2025-12-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PVEM,3.4,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-01-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PVEM,2.3,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
2026-02-12,Jalisco,14039,Guadalajara,INTENCION_PARTIDO,Total de entrevistados,,PVEM,1.8,600,4.3,Massive Caller,3,PONDERADO,Serie histórica sin etiqueta numérica en la fuente
